run,run_dir,time_index,t_sec,region,n_points,interior_boundary_fraction,near_observation_distance_km,high_gradient_percentile,density_rmse,density_mae,density_bias,density_p95_abs,density_max_abs,dx_gradient_rmse,dy_gradient_rmse,dt_gradient_rmse,combined_gradient_magnitude_rmse,gradient_p95_abs
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,0,0.0,near_observation,59280,0.1,50.0,75.0,36282832488.516106,8463428076.600151,2392835887.354814,47702497679.77686,468711971539.64246,0.0022183495460125335,0.00287106722122121,0.00010131519703534411,0.003629651011628419,0.008671547879645134
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,0,0.0,high_gradient,15626,0.1,50.0,75.0,72398023236.57904,24899059101.86964,14139558932.738321,113325724057.75626,522977202814.7683,0.004272990333171596,0.003098849115846306,0.00013007887169232916,0.005279984161247086,0.011111004826133475
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,15,1800.0,full_domain,62500,0.1,50.0,75.0,7004918137.636382,2716219559.671883,-733918670.0130963,19252420268.77263,40084667504.77063,0.0016592538080153186,0.0032439224337702825,0.0001347044964019323,0.003646135112291143,0.007766265342680647
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,15,1800.0,interior,40000,0.1,50.0,75.0,8754870813.899408,4166975946.683387,-1081088488.6351626,24236936357.88709,40084667504.77063,0.0016471995105401132,0.0031889166518875803,0.00012708898805149335,0.0035914631072995083,0.007523789901609208
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,15,1800.0,near_observation,59280,0.1,50.0,75.0,7169766395.3429,2840090375.0825605,-762691097.900242,19771386054.88044,40084667504.77063,0.0016601770926590103,0.0032963626519768733,0.0001306817006785253,0.0036931385594410017,0.007850033750639489
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,15,1800.0,high_gradient,15628,0.1,50.0,75.0,6876504475.171577,4117276711.6593685,-3231860558.1467214,17149728844.512327,32046814588.257904,0.0017578495197200616,0.0037221818779848486,0.00012636388208391247,0.00411832984321001,0.00752560388169632
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,30,3600.0,full_domain,62500,0.1,50.0,75.0,33372395264.124134,7253109817.38399,3114169565.120747,35302550163.35042,429616950094.7519,0.0019162610073303159,0.002769966099206952,0.00010820623943831565,0.0033699372441076346,0.007985359530395851
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,30,3600.0,interior,40000,0.1,50.0,75.0,12111182203.655872,3976681765.079181,-2324650880.384866,29244957244.274574,87633532222.15344,0.0008736799664032195,0.002322776156669962,9.039593767829785e-05,0.0024832996563519173,0.00616869997189861
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,30,3600.0,near_observation,59280,0.1,50.0,75.0,28360066378.15939,6420483457.866818,2088547874.4899268,33256008678.054695,369013998019.0309,0.00174480196268548,0.002785403634677613,0.00010198458677353936,0.0032883442874805137,0.007852698983826763
xy070_t030,outputs/codex_sweep_high_amp_xy070_t030_15000,30,3600.0,high_gradient,15626,0.1,50.0,75.0,55915008161.13188,18499104536.28473,11007938861.154922,74795546691.37784,429616950094.7519,0.003212656512249443,0.0030238465895277055,0.00012666263056545737,0.004413711984789997,0.008372846351750687
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,0,0.0,full_domain,62500,0.1,50.0,75.0,42000615098.46017,9320216530.962566,4828120328.727087,48845307380.20995,517907536781.5491,0.002398351017159413,0.002887465968317671,0.00011586530390346224,0.0037553924013811048,0.008848789742429171
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,0,0.0,interior,40000,0.1,50.0,75.0,15260273058.305748,4966172691.396024,-1908113991.4665766,38074198715.80237,102782783752.16124,0.0010993926934359684,0.0023899974216389456,0.00010261709723121922,0.0026327328460110347,0.006295839228496763
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,0,0.0,near_observation,59280,0.1,50.0,75.0,36045581353.38584,8236445672.608999,3534168867.5860972,44939553979.560715,469176731555.584,0.00218186869713384,0.002886704056031458,0.00010956758812926252,0.0036201680036994765,0.00863849076738795
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,0,0.0,high_gradient,15626,0.1,50.0,75.0,72516389978.3391,24845496822.361794,16532491700.00338,118676527490.46733,517907536781.5491,0.004178047766499176,0.0030376318145830927,0.00013519691670255005,0.005167356034414698,0.010933854659301943
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,15,1800.0,full_domain,62500,0.1,50.0,75.0,9785193318.952219,3494890864.225503,136063380.80851966,24119341436.44729,61795690649.608765,0.001942983776859855,0.0033062150716657176,0.0001425410102445244,0.0038375202926957484,0.007777496344796635
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,15,1800.0,interior,40000,0.1,50.0,75.0,12230546875.174866,5380421155.765996,281820855.50667745,31633261805.32068,61795690649.608765,0.00196702740898096,0.0033010910437460987,0.00013797422437165165,0.003845183453799573,0.0076112307123417
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,15,1800.0,near_observation,59280,0.1,50.0,75.0,10015522236.183615,3656387567.157322,152659537.46060082,24936030987.28229,61795690649.608765,0.001957119709240404,0.0033600228607141847,0.00013865462408997563,0.003890924862497438,0.00786230513691678
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,15,1800.0,high_gradient,15628,0.1,50.0,75.0,7118124770.218286,4237599165.881197,-3137151522.8590045,17755402051.65244,33895149918.30672,0.0021293220325429582,0.003852779618570536,0.00013849891671859099,0.004404214465427135,0.0076110609549354495
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,30,3600.0,full_domain,62500,0.1,50.0,75.0,35470036580.209496,7585898649.293975,3533337601.3768854,36033449703.79911,461108084177.4177,0.0019633352340739066,0.002782273933422861,0.00011515233014972316,0.003407197314670706,0.008015039402298084
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,30,3600.0,interior,40000,0.1,50.0,75.0,12049962299.511047,4009492214.4676647,-2164535382.399398,29583258425.499565,83904112205.96509,0.0009158191990381047,0.0023399766463968906,0.00010653822944767316,0.0025150677735089923,0.006169780043237608
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,30,3600.0,near_observation,59280,0.1,50.0,75.0,30058782056.044426,6695935386.555213,2454621035.9753733,34216422421.458794,391562885819.301,0.0017927230707768572,0.0027977924840893635,0.00011040673706592189,0.003324708775233115,0.007871406380438031
xy070_t070,outputs/codex_sweep_high_amp_xy070_t070_15000,30,3600.0,high_gradient,15626,0.1,50.0,75.0,59676362733.36467,19563356439.39125,11890839043.693188,78693430260.59972,461108084177.4177,0.003278038072676979,0.0030489271737781823,0.00013126699762285772,0.004478696410964661,0.00849355346074869
